time,variable,group,value
2019-09-04,pendleranteil,laendisch,0.213025871751314
2019-09-04,pendleranteil,maennlich,0.345606769558221
2019-09-04,pendleranteil,staedtisch,0.311145408269159
2019-09-04,pendleranteil,total,0.295639121191514
2019-09-04,pendleranteil,weiblich,0.247545718900096
2019-09-05,median,abotyp_ga,33.1048065399902
2019-09-05,median,abotyp_halbtax_strecken__verbundabo,20.1854924455488
2019-09-05,median,abotyp_kein_abo,22.3735038056949
2019-09-05,median,alter_15_29,24.9284902303159
2019-09-05,median,alter_30_64,20.8212763020401
2019-09-05,median,alter_65_79,13.6433235756497
2019-09-05,median,auto_ja,22.1819242490438
2019-09-05,median,auto_nein,18.1963622020717
2019-09-05,median,d_ch,23.0782023893067
2019-09-05,median,erwerbstaetig,22.6245276038868
2019-09-05,median,f_ch,16.1312574055993
2019-09-05,median,haushaltsgroesse_1_person,28.568841088148
2019-09-05,median,haushaltsgroesse_2_personen,20.463285468151
2019-09-05,median,haushaltsgroesse_3__personen,20.0362316045854
2019-09-05,median,in_ausbildung,24.0139977339604
2019-09-05,median,kanton_zuerich_ja,21.8776995404676
2019-09-05,median,kanton_zuerich_nein,20.7457933727883
2019-09-05,median,kinder_ja,4.4496408316496
2019-09-05,median,kinder_nein,11.0003895207616
2019-09-05,median,laendisch,40.2237077393267
2019-09-05,median,maennlich,23.5796517739193
2019-09-05,median,nicht_erwerbstaetig,14.9393550186317
2019-09-05,median,staedtisch,20.1858420850564
2019-09-05,median,total,21.4792609991164
2019-09-05,median,weiblich,20.213759683772
2019-09-05,mittelwert,abotyp_ga,61.2981634049643
2019-09-05,mittelwert,abotyp_halbtax_strecken__verbundabo,37.9787937383794
2019-09-05,mittelwert,abotyp_kein_abo,39.478257122841
2019-09-05,mittelwert,alter_15_29,49.0682277613545
2019-09-05,mittelwert,alter_30_64,36.1870802119894
2019-09-05,mittelwert,alter_65_79,29.6170862462256
2019-09-05,mittelwert,auto_ja,39.9521079160101
2019-09-05,mittelwert,auto_nein,30.193728142038
2019-09-05,mittelwert,d_ch,40.2776381582839
2019-09-05,mittelwert,erwerbstaetig,39.9197169426356
2019-09-05,mittelwert,f_ch,32.472615372728
2019-09-05,mittelwert,haushaltsgroesse_1_person,37.3390996725845
2019-09-05,mittelwert,haushaltsgroesse_2_personen,45.7372365669826
2019-09-05,mittelwert,haushaltsgroesse_3__personen,34.6258636190496
2019-09-05,mittelwert,in_ausbildung,40.5813663006386
2019-09-05,mittelwert,kanton_zuerich_ja,35.1488212399035
2019-09-05,mittelwert,kanton_zuerich_nein,40.77409488231
2019-09-05,mittelwert,kinder_ja,17.2385272352404
2019-09-05,mittelwert,kinder_nein,20.8564408882338
2019-09-05,mittelwert,laendisch,50.3289642096419
2019-09-05,mittelwert,maennlich,40.8594948585539
2019-09-05,mittelwert,nicht_erwerbstaetig,27.8154919130685
2019-09-05,mittelwert,staedtisch,38.3801140127203
2019-09-05,mittelwert,total,38.8461797522122
2019-09-05,mittelwert,weiblich,36.1054881315986
2019-09-05,pendleranteil,abotyp_ga,0.226923805778844
2019-09-05,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.346373894539652
2019-09-05,pendleranteil,abotyp_kein_abo,0.238374256545302
2019-09-05,pendleranteil,alter_15_29,0.302250764744174
2019-09-05,pendleranteil,alter_30_64,0.342978713417506
2019-09-05,pendleranteil,alter_65_79,0.120280403834298
2019-09-05,pendleranteil,auto_ja,0.333199965970664
2019-09-05,pendleranteil,auto_nein,0.0198084670449856
2019-09-05,pendleranteil,d_ch,0.352152905883431
2019-09-05,pendleranteil,erwerbstaetig,0.335501729930319
2019-09-05,pendleranteil,f_ch,0.112282293063369
2019-09-05,pendleranteil,haushaltsgroesse_1_person,0.476895544885146
2019-09-05,pendleranteil,haushaltsgroesse_2_personen,0.255018541621135
2019-09-05,pendleranteil,haushaltsgroesse_3__personen,0.377182817675195
2019-09-05,pendleranteil,in_ausbildung,0.229629275344422
2019-09-05,pendleranteil,kanton_zuerich_ja,0.268507275629543
2019-09-05,pendleranteil,kanton_zuerich_nein,0.342229214728799
2019-09-05,pendleranteil,kinder_ja,0.375061023061907
2019-09-05,pendleranteil,kinder_nein,0.411973237730039
2019-09-05,pendleranteil,laendisch,0.273585917071695
2019-09-05,pendleranteil,maennlich,0.377978263638922
2019-09-05,pendleranteil,staedtisch,0.336549236511728
2019-09-05,pendleranteil,total,0.325265513019187
2019-09-05,pendleranteil,weiblich,0.274308713434371
2019-09-06,median,abotyp_ga,32.7563504849328
2019-09-06,median,abotyp_halbtax_strecken__verbundabo,22.255391271007
2019-09-06,median,abotyp_kein_abo,23.6508233800996
2019-09-06,median,alter_15_29,25.96563073006
2019-09-06,median,alter_30_64,22.6782277448032
2019-09-06,median,alter_65_79,16.2721925676271
2019-09-06,median,auto_ja,23.7170544291487
2019-09-06,median,auto_nein,20.3823523734875
2019-09-06,median,d_ch,24.7359296527657
2019-09-06,median,erwerbstaetig,24.4249628870478
2019-09-06,median,f_ch,17.9865953417996
2019-09-06,median,haushaltsgroesse_1_person,29.4484535782899
2019-09-06,median,haushaltsgroesse_2_personen,23.1780363523703
2019-09-06,median,haushaltsgroesse_3__personen,21.4346732139621
2019-09-06,median,in_ausbildung,24.5260108194021
2019-09-06,median,kanton_zuerich_ja,23.929036632509
2019-09-06,median,kanton_zuerich_nein,22.4245422462403
2019-09-06,median,kinder_ja,4.44937044462909
2019-09-06,median,kinder_nein,11.0005768669204
2019-09-06,median,laendisch,40.4963337755711
2019-09-06,median,maennlich,26.1631031874692
2019-09-06,median,nicht_erwerbstaetig,15.8556648591621
2019-09-06,median,staedtisch,21.961894274749
2019-09-06,median,total,23.1352020164926
2019-09-06,median,weiblich,21.2972645763001
2019-09-06,mittelwert,abotyp_ga,62.2892860336818
2019-09-06,mittelwert,abotyp_halbtax_strecken__verbundabo,40.4734978511835
2019-09-06,mittelwert,abotyp_kein_abo,40.8796600299272
2019-09-06,mittelwert,alter_15_29,48.5870129207014
2019-09-06,mittelwert,alter_30_64,39.0520440395887
2019-09-06,mittelwert,alter_65_79,33.8555808070529
2019-09-06,mittelwert,auto_ja,41.930792213849
2019-09-06,mittelwert,auto_nein,33.2915449901947
2019-09-06,mittelwert,d_ch,42.2167741137694
2019-09-06,mittelwert,erwerbstaetig,42.3543391971855
2019-09-06,mittelwert,f_ch,36.0626255363068
2019-09-06,mittelwert,haushaltsgroesse_1_person,39.9541203336357
2019-09-06,mittelwert,haushaltsgroesse_2_personen,47.5191657477368
2019-09-06,mittelwert,haushaltsgroesse_3__personen,37.0751887537264
2019-09-06,mittelwert,in_ausbildung,41.2261994734405
2019-09-06,mittelwert,kanton_zuerich_ja,37.9576007352425
2019-09-06,mittelwert,kanton_zuerich_nein,42.7920307029329
2019-09-06,mittelwert,kinder_ja,17.2388144598131
2019-09-06,mittelwert,kinder_nein,20.8570699114256
2019-09-06,mittelwert,laendisch,51.2070107319507
2019-09-06,mittelwert,maennlich,43.4148066955061
2019-09-06,mittelwert,nicht_erwerbstaetig,30.5783752996685
2019-09-06,mittelwert,staedtisch,40.6022729987825
2019-09-06,mittelwert,total,40.9861964736009
2019-09-06,mittelwert,weiblich,38.1502323449397
2019-09-06,pendleranteil,abotyp_ga,0.232076341056993
2019-09-06,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.371696602998985
2019-09-06,pendleranteil,abotyp_kein_abo,0.291616121527039
2019-09-06,pendleranteil,alter_15_29,0.310506810792172
2019-09-06,pendleranteil,alter_30_64,0.373522398943344
2019-09-06,pendleranteil,alter_65_79,0.199242424452673
2019-09-06,pendleranteil,auto_ja,0.362011822161775
2019-09-06,pendleranteil,auto_nein,0.0548963095524825
2019-09-06,pendleranteil,d_ch,0.376830732862101
2019-09-06,pendleranteil,erwerbstaetig,0.367251362921468
2019-09-06,pendleranteil,f_ch,0.180736650742763
2019-09-06,pendleranteil,haushaltsgroesse_1_person,0.49383450049485
2019-09-06,pendleranteil,haushaltsgroesse_2_personen,0.31451961893707
2019-09-06,pendleranteil,haushaltsgroesse_3__personen,0.376365444530108
2019-09-06,pendleranteil,in_ausbildung,0.222149532951498
2019-09-06,pendleranteil,kanton_zuerich_ja,0.317268129373117
2019-09-06,pendleranteil,kanton_zuerich_nein,0.362808081385552
2019-09-06,pendleranteil,kinder_ja,0.387067661091417
2019-09-06,pendleranteil,kinder_nein,0.426419443951738
2019-09-06,pendleranteil,laendisch,0.327308327493068
2019-09-06,pendleranteil,maennlich,0.408468406617916
2019-09-06,pendleranteil,staedtisch,0.36044702304612
2019-09-06,pendleranteil,total,0.352903010771385
2019-09-06,pendleranteil,weiblich,0.298959742413355
2019-09-07,median,abotyp_ga,32.4078944298755
2019-09-07,median,abotyp_halbtax_strecken__verbundabo,24.3252900964652
2019-09-07,median,abotyp_kein_abo,24.9281429545042
2019-09-07,median,alter_15_29,27.0027712298042
2019-09-07,median,alter_30_64,24.5351791875663
2019-09-07,median,alter_65_79,18.9010615596046
2019-09-07,median,auto_ja,25.2521846092537
2019-09-07,median,auto_nein,22.5683425449034
2019-09-07,median,d_ch,26.3936569162247
2019-09-07,median,erwerbstaetig,26.2253981702089
2019-09-07,median,f_ch,19.8419332779999
2019-09-07,median,haushaltsgroesse_1_person,30.3280660684319
2019-09-07,median,haushaltsgroesse_2_personen,25.8927872365896
2019-09-07,median,haushaltsgroesse_3__personen,22.8331148233387
2019-09-07,median,in_ausbildung,25.0380239048439
2019-09-07,median,kanton_zuerich_ja,25.9803737245503
2019-09-07,median,kanton_zuerich_nein,24.1032911196923
2019-09-07,median,kinder_ja,4.44910005760857
2019-09-07,median,kinder_nein,11.0007642130793
2019-09-07,median,laendisch,40.7689598118155
2019-09-07,median,maennlich,28.7465546010192
2019-09-07,median,nicht_erwerbstaetig,16.7719746996925
2019-09-07,median,staedtisch,23.7379464644416
2019-09-07,median,total,24.7911430338688
2019-09-07,median,weiblich,22.3807694688282
2019-09-07,mittelwert,abotyp_ga,63.2804086623993
2019-09-07,mittelwert,abotyp_halbtax_strecken__verbundabo,42.9682019639876
2019-09-07,mittelwert,abotyp_kein_abo,42.2810629370133
2019-09-07,mittelwert,alter_15_29,48.1057980800484
2019-09-07,mittelwert,alter_30_64,41.917007867188
2019-09-07,mittelwert,alter_65_79,38.0940753678802
2019-09-07,mittelwert,auto_ja,43.9094765116879
2019-09-07,mittelwert,auto_nein,36.3893618383515
2019-09-07,mittelwert,d_ch,44.1559100692549
2019-09-07,mittelwert,erwerbstaetig,44.7889614517354
2019-09-07,mittelwert,f_ch,39.6526356998856
2019-09-07,mittelwert,haushaltsgroesse_1_person,42.5691409946869
2019-09-07,mittelwert,haushaltsgroesse_2_personen,49.301094928491
2019-09-07,mittelwert,haushaltsgroesse_3__personen,39.5245138884032
2019-09-07,mittelwert,in_ausbildung,41.8710326462425
2019-09-07,mittelwert,kanton_zuerich_ja,40.7663802305816
2019-09-07,mittelwert,kanton_zuerich_nein,44.8099665235557
2019-09-07,mittelwert,kinder_ja,17.2391016843857
2019-09-07,mittelwert,kinder_nein,20.8576989346174
2019-09-07,mittelwert,laendisch,52.0850572542595
2019-09-07,mittelwert,maennlich,45.9701185324582
2019-09-07,mittelwert,nicht_erwerbstaetig,33.3412586862686
2019-09-07,mittelwert,staedtisch,42.8244319848448
2019-09-07,mittelwert,total,43.1262131949896
2019-09-07,mittelwert,weiblich,40.1949765582808
2019-09-07,pendleranteil,abotyp_ga,0.237228876335142
2019-09-07,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.397019311458319
2019-09-07,pendleranteil,abotyp_kein_abo,0.344857986508775
2019-09-07,pendleranteil,alter_15_29,0.31876285684017
2019-09-07,pendleranteil,alter_30_64,0.404066084469183
2019-09-07,pendleranteil,alter_65_79,0.278204445071049
2019-09-07,pendleranteil,auto_ja,0.390823678352886
2019-09-07,pendleranteil,auto_nein,0.0899841520599794
2019-09-07,pendleranteil,d_ch,0.401508559840771
2019-09-07,pendleranteil,erwerbstaetig,0.399000995912618
2019-09-07,pendleranteil,f_ch,0.249191008422156
2019-09-07,pendleranteil,haushaltsgroesse_1_person,0.510773456104553
2019-09-07,pendleranteil,haushaltsgroesse_2_personen,0.374020696253004
2019-09-07,pendleranteil,haushaltsgroesse_3__personen,0.37554807138502
2019-09-07,pendleranteil,in_ausbildung,0.214669790558574
2019-09-07,pendleranteil,kanton_zuerich_ja,0.366028983116691
2019-09-07,pendleranteil,kanton_zuerich_nein,0.383386948042305
2019-09-07,pendleranteil,kinder_ja,0.399074299120926
2019-09-07,pendleranteil,kinder_nein,0.440865650173436
2019-09-07,pendleranteil,laendisch,0.381030737914441
2019-09-07,pendleranteil,maennlich,0.43895854959691
2019-09-07,pendleranteil,staedtisch,0.384344809580511
2019-09-07,pendleranteil,total,0.380540508523583
2019-09-07,pendleranteil,weiblich,0.323610771392339
2019-09-08,median,abotyp_ga,31.8653304815584
2019-09-08,median,abotyp_halbtax_strecken__verbundabo,26.098377179933
2019-09-08,median,abotyp_kein_abo,26.0639321881533
2019-09-08,median,alter_15_29,27.8227684174771
2019-09-08,median,alter_30_64,26.2111540523335
2019-09-08,median,alter_65_79,21.1774735720513
2019-09-08,median,auto_ja,26.5480200163647
2019-09-08,median,auto_nein,24.8082449926062
2019-09-08,median,d_ch,27.7524526015979
2019-09-08,median,erwerbstaetig,27.8731074739754
2019-09-08,median,f_ch,21.7849435545397
2019-09-08,median,haushaltsgroesse_1_person,30.7043038221485
2019-09-08,median,haushaltsgroesse_2_personen,28.171882138286
2019-09-08,median,haushaltsgroesse_3__personen,24.1149399356816
2019-09-08,median,in_ausbildung,25.4387478195491
2019-09-08,median,kanton_zuerich_ja,27.5239562736226
2019-09-08,median,kanton_zuerich_nein,25.6634251192824
2019-09-08,median,kinder_ja,4.44888607664327
2019-09-08,median,kinder_nein,11.0009141280185
2019-09-08,median,laendisch,41.0269317943074
2019-09-08,median,maennlich,30.9692303666165
2019-09-08,median,nicht_erwerbstaetig,17.4913978042383
2019-09-08,median,staedtisch,25.3175307742363
2019-09-08,median,total,26.22695892054
2019-09-08,median,weiblich,23.3563396805531
2019-09-08,mittelwert,abotyp_ga,63.4359971085948
2019-09-08,mittelwert,abotyp_halbtax_strecken__verbundabo,45.2914945236113
2019-09-08,mittelwert,abotyp_kein_abo,43.4578019989934
2019-09-08,mittelwert,alter_15_29,47.7864594493661
2019-09-08,mittelwert,alter_30_64,44.3825672129846
2019-09-08,mittelwert,alter_65_79,41.8299897653514
2019-09-08,mittelwert,auto_ja,45.6624333828452
2019-09-08,mittelwert,auto_nein,39.119667997022
2019-09-08,mittelwert,d_ch,45.7837402407523
2019-09-08,mittelwert,erwerbstaetig,47.0110988192681
2019-09-08,mittelwert,f_ch,43.0742863749222
2019-09-08,mittelwert,haushaltsgroesse_1_person,44.5243377591826
2019-09-08,mittelwert,haushaltsgroesse_2_personen,50.9268814857939
2019-09-08,mittelwert,haushaltsgroesse_3__personen,41.6319831219936
2019-09-08,mittelwert,in_ausbildung,42.0332794549109
2019-09-08,mittelwert,kanton_zuerich_ja,42.8669355079054
2019-09-08,mittelwert,kanton_zuerich_nein,46.73390976746
2019-09-08,mittelwert,kinder_ja,17.2393317344875
2019-09-08,mittelwert,kinder_nein,20.8582010736624
2019-09-08,mittelwert,laendisch,52.8235368119136
2019-09-08,mittelwert,maennlich,48.3708588876002
2019-09-08,mittelwert,nicht_erwerbstaetig,35.6656488344046
2019-09-08,mittelwert,staedtisch,44.761594700628
2019-09-08,mittelwert,total,45.00968789018
2019-09-08,mittelwert,weiblich,41.8061787267758
2019-09-08,pendleranteil,abotyp_ga,0.242937762452732
2019-09-08,pendleranteil,abotyp_halbtax_strecken__verbundabo,0.420321321807769
2019-09-08,pendleranteil,abotyp_kein_abo,0.388692752195492
2019-09-08,pendleranteil,alter_15_29,0.32774994325791
2019-09-08,pendleranteil,alter_30_64,0.42959239200854
2019-09-08,pendleranteil,alter_65_79,0.351452187076641
2019-09-08,pendleranteil,auto_ja,0.415459964489619
2019-09-08,pendleranteil,auto_nein,0.127365175859263
2019-09-08,pendleranteil,d_ch,0.421955041744969
2019-09-08,pendleranteil,erwerbstaetig,0.425765851906258
2019-09-08,pendleranteil,f_ch,0.312503617558731
2019-09-08,pendleranteil,haushaltsgroesse_1_person,0.526835677277468
2019-09-08,pendleranteil,haushaltsgroesse_2_personen,0.424707012017639
2019-09-08,pendleranteil,haushaltsgroesse_3__personen,0.376307327314687
2019-09-08,pendleranteil,in_ausbildung,0.212948498694978
2019-09-08,pendleranteil,kanton_zuerich_ja,0.404580939638192
2019-09-08,pendleranteil,kanton_zuerich_nein,0.40175695242091
2019-09-08,pendleranteil,kinder_ja,0.409754801534656
2019-09-08,pendleranteil,kinder_nein,0.457314452182121
2019-09-08,pendleranteil,laendisch,0.424075187173802
2019-09-08,pendleranteil,maennlich,0.464406100214496
2019-09-08,pendleranteil,staedtisch,0.405103092984464
2019-09-08,pendleranteil,total,0.4043917600132
2019-09-08,pendleranteil,weiblich,0.345335079608694
2019-09-09,median,abotyp_ga,31.3227665332412
2019-09-09,median,abotyp_halbtax_strecken__verbundabo,27.8714642634007
2019-09-09,median,abotyp_kein_abo,27.1997214218025
2019-09-09,median,alter_15_29,28.64276560515
2019-09-09,median,alter_30_64,27.8871289171006
2019-09-09,median,alter_65_79,23.453885584498
2019-09-09,median,auto_ja,27.8438554234758
2019-09-09,median,auto_nein,27.0481474403091
2019-09-09,median,d_ch,29.1112482869711
2019-09-09,median,erwerbstaetig,29.520816777742
2019-09-09,median,f_ch,23.7279538310795
2019-09-09,median,haushaltsgroesse_1_person,31.0805415758651
2019-09-09,median,haushaltsgroesse_2_personen,30.4509770399825
2019-09-09,median,haushaltsgroesse_3__personen,25.3967650480244
2019-09-09,median,in_ausbildung,25.8394717342543
2019-09-09,median,kanton_zuerich_ja,29.0675388226948
2019-09-09,median,kanton_zuerich_nein,27.2235591188724
2019-09-09,median,kinder_ja,4.44867209567797
2019-09-09,median,kinder_nein,11.0010640429577
2019-09-09,median,laendisch,41.2849037767994
2019-09-09,median,maennlich,33.1919061322138
2019-09-09,median,nicht_erwerbstaetig,18.210820908784
2019-09-09,median,staedtisch,26.8971150840311
2019-09-09,median,total,27.6627748072113
2019-09-09,median,weiblich,24.3319098922779
2019-09-09,mittelwert,abotyp_ga,63.5915855547903
2019-09-09,mittelwert,abotyp_halbtax_strecken__verbundabo,47.6147870832349
2019-09-09,mittelwert,abotyp_kein_abo,44.6345410609734
2019-09-09,mittelwert,alter_15_29,47.4671208186839
2019-09-09,mittelwert,alter_30_64,46.8481265587813
2019-09-09,mittelwert,alter_65_79,45.5659041628225
2019-09-09,mittelwert,auto_ja,47.4153902540024
2019-09-09,mittelwert,auto_nein,41.8499741556925
2019-09-09,mittelwert,d_ch,47.4115704122498
2019-09-09,mittelwert,erwerbstaetig,49.2332361868009
2019-09-09,mittelwert,f_ch,46.4959370499588
2019-09-09,mittelwert,haushaltsgroesse_1_person,46.4795345236783
2019-09-09,mittelwert,haushaltsgroesse_2_personen,52.5526680430969
2019-09-09,mittelwert,haushaltsgroesse_3__personen,43.7394523555841
2019-09-09,mittelwert,in_ausbildung,42.1955262635792
2019-09-09,mittelwert,kanton_zuerich_ja,44.9674907852293
2019-09-09,mittelwert,kanton_zuerich_nein,48.6578530113643
2019-09-09,mittelwert,kinder_ja,17.2395617845894
2019-09-09,mittelwert,kinder_nein,20.8587032127074
2019-09-09,mittelwert,laendisch,53.5620163695677
2019-09-09,mittelwert,maennlich,50.7715992427422
